university,type_1,type_2,region,Latitude,Longitude,publishing_program,press,student_pop_size_2022_average,demogs_1_2022,demogs_2_2022,demogs_3_2022,student_pop_size_2012_average,demogs_1_2012,demogs_2_2012,demogs_3_2012,year,revenue
"University of Nevada, Reno",R2,HSI,West,39.5443,-119.8164,1,1,174718,White,Hispanic/Latino,Two or More Races,156002,White,Hispanic/Latino,Asian,2014,595774926
West Virginia University,R1,,Mid-Atlantic,39.6342,-79.9532,1,1,200744,White,Two or More Races,Hispanic/Latino,243380,White,Nonresident Alien,Black or African American,2014,1143923772
California Baptist University,Private,,West,33.8884,-117.437,1,0,92350,Hispanic/Latino,White,Black or African American,52030,White,Hispanic/Latino,Black or African American,2014,36694990
University of South Florida ,R1,HSI,South,28.0587,-82.4139,1,0,407946,White,Hispanic/Latino,Nonresident Alien,341086,White,Hispanic/Latino,Black or African American,2014,1852537402
Seattle University,Private,,West,47.6092,-122.3196,1,0,50700,White,Asian,Hispanic/Latino,55544,White,Asian,Nonresident Alien,2014,411927596
Stetson University,Private,,South,29.0346,-81.3031,1,0,29570,White,Hispanic/Latino,Black or African American,29272,White,Hispanic/Latino,Black or African American,2014,414824530
University of Wyoming,R2,,West,41.3145,-105.5731,1,1,91634,White,Hispanic/Latino,Race/Ethnicity Unknown,108948,White,Race/Ethnicity Unknown,Hispanic/Latino,2014,822503276
Seton Hall University,Private,,Mid-Atlantic,40.7428,-74.246,1,0,70988,White,Hispanic/Latino,Black or African American,68568,White,Hispanic/Latino,Black or African American,2014,581594000
Drake University,Private,,Midwest,41.6019,-93.6523,1,0,34120,White,Hispanic/Latino,Black or African American,39354,White,Nonresident Alien,Black or African American,2014,383237344
Hofstra University,Private,,Mid-Atlantic,40.7145,-73.6018,1,0,73956,White,Hispanic/Latino,Asian,82234,White,Hispanic/Latino,Black or African American,2014,897063690
Loyola University Chicago,R2,Private,Midwest,41.9992,-87.6587,1,0,131308,White,Hispanic/Latino,Asian,116180,White,Hispanic/Latino,Asian,2014,1205283088
Saint Louis University,R2,Private,Midwest,38.636,-90.2346,1,0,110342,White,Race/Ethnicity Unknown,Asian,124808,White,Asian,Black or African American,2014,2452952390
University of Notre Dame,R1,Private,Midwest,41.7031,-86.2389,1,1,101956,White,Hispanic/Latino,Nonresident Alien,95290,White,Hispanic/Latino,Nonresident Alien,2014,21399938000
University of Houston,R1,HSI,South,29.7199,-95.3422,1,0,399896,Hispanic/Latino,Asian,White,346788,White,Hispanic/Latino,Asian,2014,2155486054
Washington University in St. Louis,R1,Private,Midwest,38.6488,-90.3108,1,0,111890,White,Nonresident Alien,Asian,93860,White,Asian,Nonresident Alien,2014,15652506000
Marquette University,Private,,Midwest,43.039,-87.9284,1,1,84918,White,Hispanic/Latino,Asian,92198,White,Hispanic/Latino,Black or African American,2014,1180016000
St. John's College,Liberal Arts,,Northeast,38.9816,-76.4901,1,0,4676,White,Nonresident Alien,Hispanic/Latino,4494,White,Nonresident Alien,Hispanic/Latino,2014,290322846
Creighton University,Private,,Midwest,41.2653,-95.9491,1,1,57156,White,Hispanic/Latino,Asian,53054,White,Asian,Hispanic/Latino,2014,1239888000
Catholic University of America,Private,,Mid-Atlantic,38.9368,-77.0008,1,1,36196,White,Hispanic/Latino,Black or African American,47488,White,Race/Ethnicity Unknown,Hispanic/Latino,2014,747280000
Goucher College,Liberal Arts,,Mid-Atlantic,39.4104,-76.5928,1,0,12296,White,Black or African American,Race/Ethnicity Unknown,17028,White,Race/Ethnicity Unknown,Black or African American,2014,472202000
Agnes Scott College,Women's College,,South,33.7683,-84.2934,1,0,9608,White,Black or African American,Hispanic/Latino,8170,White,Black or African American,Nonresident Alien,2014,536589676
Furman University,Liberal Arts,,South,34.9245,-82.4388,1,0,22156,White,Black or African American,Hispanic/Latino,26700,White,Black or African American,Race/Ethnicity Unknown,2014,1363462264
Whitman College,Liberal Arts,,West,46.071,-118.329,1,0,14174,White,Nonresident Alien,Hispanic/Latino,14552,White,Asian,Hispanic/Latino,2014,1101977410
"University of California, Santa Barbara",R1,,West,34.414,-119.8489,1,0,236342,White,Hispanic/Latino,Asian,192076,White,Hispanic/Latino,Asian,2014,650026000
University of Alaska Fairbanks,R2,,West,64.8591,-147.8494,1,0,52370,White,American Indian or Alaska Native,Two or More Races,74118,White,Race/Ethnicity Unknown,American Indian or Alaska Native,2014,293019154
University of Tampa,Private,,South,27.9476,-82.4649,1,1,96084,White,Hispanic/Latino,Race/Ethnicity Unknown,61390,White,Hispanic/Latino,Nonresident Alien,2014,158955084
University of San Diego,Private,,West,32.7716,-117.189,1,0,66406,White,Hispanic/Latino,Asian,62662,White,Hispanic/Latino,Asian,2014,1030198000
University of Indianapolis,Private,,Midwest,39.7089,-86.1356,1,0,40310,White,Black or African American,Nonresident Alien,45510,White,Black or African American,Nonresident Alien,2014,194582414
University of Texas at El Paso,R2,HSI,South,31.773,-106.5055,1,0,208778,Hispanic/Latino,White,Nonresident Alien,199684,Hispanic/Latino,White,Nonresident Alien,2014,516359454
University of Massachusetts Amherst,R1,,Northeast,42.3868,-72.5301,1,1,262964,White,Asian,Nonresident Alien,233234,White,Race/Ethnicity Unknown,Asian,2014,1145994000
University of North Carolina Wilmington,R2,,South,34.2257,-77.8787,1,0,151060,White,Hispanic/Latino,Black or African American,123840,White,Hispanic/Latino,Black or African American,2014,481940422
University of West Florida,R2,,South,30.5441,-87.2172,1,0,105524,White,Hispanic/Latino,Black or African American,107948,White,Black or African American,Hispanic/Latino,2014,417426900
University of Missouri-Kansas City,R2,,Midwest,39.0336,-94.576,1,0,106756,White,Hispanic/Latino,Black or African American,116726,White,Black or African American,Race/Ethnicity Unknown,2014,568844236
University of Hawaii at Hilo,R2,,West,19.6995,-155.0806,1,0,25834,Two or More Races,White,Hispanic/Latino,36458,Two or More Races,White,Asian,2014,132190898
"University of California, Riverside",R1,HSI,West,33.9737,-117.3281,1,0,233280,Hispanic/Latino,Asian,White,186946,Asian,Hispanic/Latino,White,2014,550140000
University of Massachusetts Lowell,R2,,Northeast,42.6526,-71.3246,1,0,137456,White,Asian,Hispanic/Latino,132590,White,Asian,Hispanic/Latino,2014,520150000
University of North Alabama,R2,,South,34.8055,-87.6818,1,0,72532,White,Black or African American,Nonresident Alien,61060,White,Black or African American,Nonresident Alien,2014,187780800
University of North Carolina Asheville,Liberal Arts,Public,South,35.6164,-82.5665,1,0,27682,White,Hispanic/Latino,Black or African American,34320,White,Hispanic/Latino,Race/Ethnicity Unknown,2014,94021268
University of Texas Health Science Center at Houston,R1,,South,29.7092,-95.4018,1,0,24740,White,Asian,Hispanic/Latino,21334,White,Asian,Nonresident Alien,2014,625483248
University of Texas Medical Branch at Galveston,R1,,South,29.3114,-94.7782,1,0,16954,White,Hispanic/Latino,Asian,16104,White,Hispanic/Latino,Asian,2014,717727614
University of Texas MD Anderson Cancer Center,R1,,South,29.7088,-95.3976,1,0,3478,Hispanic/Latino,Asian,White,2900,White,Asian,Hispanic/Latino,2014,2760386
New College of Florida,Liberal Arts,Public,South,27.3839,-82.557,1,0,6394,White,Hispanic/Latino,Two or More Races,7874,White,Hispanic/Latino,Two or More Races,2014,49845416
Mississippi State University,R1,,South,33.454,-88.794,1,0,193088,White,Black or African American,Hispanic/Latino,174012,White,Black or African American,Nonresident Alien,2014,630434638
University of West Georgia,R2,,South,33.5731,-85.0962,1,0,93814,White,Black or African American,Hispanic/Latino,102030,White,Black or African American,Hispanic/Latino,2014,219868018
University of Central Missouri,R2,,Midwest,38.7626,-93.736,1,0,82862,White,Nonresident Alien,Black or African American,99484,White,Race/Ethnicity Unknown,Black or African American,2014,339463952
Bowie State University,HBCU,R2,Mid-Atlantic,39.02,-76.7744,1,0,54636,Black or African American,Hispanic/Latino,Two or More Races,46270,Black or African American,White,Hispanic/Latino,2014,183999976
Eastern Michigan University,R2,,Midwest,42.2506,-83.6244,1,0,120076,White,Black or African American,Hispanic/Latino,200186,White,Black or African American,Race/Ethnicity Unknown,2014,458897822
Sam Houston State University,R2,HSI,South,30.713,-95.5508,1,0,188338,White,Hispanic/Latino,Black or African American,162680,White,Hispanic/Latino,Black or African American,2014,767424384
University of Northern Iowa,R2,,Midwest,42.5152,-92.4535,1,0,78662,White,Hispanic/Latino,Black or African American,109046,White,Nonresident Alien,Black or African American,2014,345439474
Florida Gulf Coast University,R3,,South,26.4631,-81.773,1,0,141714,White,Hispanic/Latino,Black or African American,121064,White,Hispanic/Latino,Black or African American,2014,320872166
Portland State University,R2,,West,45.511,-122.6846,1,1,174088,White,Hispanic/Latino,Asian,236362,White,Hispanic/Latino,Asian,2014,632224028
East Tennessee State University,R2,,South,36.3038,-82.3699,1,0,110016,White,Race/Ethnicity Unknown,Black or African American,128214,White,Black or African American,Two or More Races,2014,269226068
Indiana State University,R2,,Midwest,39.4693,-87.4081,1,0,73196,White,Black or African American,Hispanic/Latino,102544,White,Black or African American,Nonresident Alien,2014,268831860
"California State University, Chico",R2,HSI,West,39.7285,-121.8375,1,0,130066,White,Hispanic/Latino,Asian,151708,White,Hispanic/Latino,Race/Ethnicity Unknown,2014,449181988
University of Massachusetts Dartmouth,R2,,Northeast,41.6282,-71.0087,1,0,59548,White,Black or African American,Hispanic/Latino,78090,White,Black or African American,Hispanic/Latino,2014,247568000
Montana Technological University,R2,,West,46.0152,-112.5263,1,0,14452,White,Race/Ethnicity Unknown,Hispanic/Latino,18660,White,Nonresident Alien,Race/Ethnicity Unknown,2014,96716864
Western Carolina University,R2,,South,35.3095,-83.186,1,0,101824,White,Hispanic/Latino,Black or African American,82458,White,Black or African American,Hispanic/Latino,2014,304506692
Fayetteville State University,HBCU,R2,South,35.0742,-78.8945,1,0,57944,Black or African American,White,Hispanic/Latino,53638,Black or African American,White,Race/Ethnicity Unknown,2014,73883080
University of Wisconsin-Eau Claire,R2,,Midwest,44.7981,-91.4985,1,0,91546,White,Hispanic/Latino,Two or More Races,102630,White,Asian,Nonresident Alien,2014,277965482
University of North Georgia,R3,,South,34.5285,-83.9849,1,1,162110,White,Hispanic/Latino,Black or African American,,,,,2014,207492518
"California State University, San Marcos",R2,HSI,West,33.13,-117.16,1,0,138538,Hispanic/Latino,White,Asian,98272,White,Hispanic/Latino,Race/Ethnicity Unknown,2014,270132674
University of Michigan-Dearborn,R2,,Midwest,42.318,-83.232,1,0,66962,White,Asian,Nonresident Alien,76006,White,Black or African American,Asian,2014,259546000
Texas Woman’s University,R2,Women's College,South,33.2275,-97.1292,1,0,116956,White,Hispanic/Latino,Black or African American,109996,White,Black or African American,Hispanic/Latino,2014,572200486
Winston-Salem State University,HBCU,R2,South,36.0917,-80.2264,1,0,45128,Black or African American,White,Hispanic/Latino,59818,White,Hispanic/Latino,Black or African American,2014,87441584
University of Houston-Clear Lake,R3,HSI,South,29.5743,-95.1026,1,0,71618,Hispanic/Latino,White,Asian,59818,White,Hispanic/Latino,Black or African American,2014,265301216
"California State Polytechnic University, Pomona",R2,HSI,West,34.0572,-117.8211,1,0,253384,Hispanic/Latino,Asian,White,205312,Hispanic/Latino,Asian,White,2014,644658456
University of Texas Permian Basin,R3,HSI,South,31.8829,-102.3367,1,0,47566,Hispanic/Latino,White,Black or African American,32838,White,Hispanic/Latino,Black or African American,2014,113641518
"Minnesota State University, Mankato",R2,,Midwest,44.1465,-93.0011,1,0,124514,White,Nonresident Alien,Black or African American,134338,White,Nonresident Alien,Black or African American,2014,463936000
Tarleton State University,R2,,South,32.2153,-98.2179,1,0,122752,White,Hispanic/Latino,Black or African American,109472,White,Race/Ethnicity Unknown,Hispanic/Latino,2014,242584728
Trinity University,Private,Liberal Arts,South,29.461,-98.4835,1,1,24446,White,Hispanic/Latino,Asian,22264,White,Hispanic/Latino,Asian,2014,2292401020
North Dakota State University,R2,,Midwest,46.8914,-96.8008,1,1,95268,White,Nonresident Alien,Hispanic/Latino,108294,White,Nonresident Alien,Two or More Races,2014,357644738
Southeastern Louisiana University,R3,,South,30.5225,-90.4675,1,0,112254,White,Black or African American,Hispanic/Latino,135038,White,Black or African American,Hispanic/Latino,2014,260735862
The College of New Jersey,Liberal Arts,Public,Mid-Atlantic,40.2805,-74.7779,1,0,68788,White,Hispanic/Latino,Asian,64968,White,Hispanic/Latino,Asian,2014,497310000
Appalachian State University,R2,,South,36.2146,-81.6805,1,0,184894,White,Hispanic/Latino,Two or More Races,157832,White,Hispanic/Latino,Black or African American,2014,440863040
Grand Valley State University,R2,,Midwest,42.9632,-85.8882,1,0,190120,White,Hispanic/Latino,Black or African American,218226,White,Black or African American,Hispanic/Latino,2014,784904252
Texas Southern University,HBCU,R2,South,29.7216,-95.3568,1,0,70764,Black or African American,Hispanic/Latino,Two or More Races,78012,Black or African American,Hispanic/Latino,Nonresident Alien,2014,266865930
Northern Arizona University,R2,HSI,West,35.1894,-111.6526,1,0,239962,White,Hispanic/Latino,Two or More Races,225614,White,Hispanic/Latino,Two or More Races,2014,949846292
University of Nebraska at Kearney,R3,,Midwest,40.7006,-99.081,1,0,47612,White,Hispanic/Latino,Nonresident Alien,59356,White,Nonresident Alien,Hispanic/Latino,2014,172388578
University of Michigan,R1,Public,Midwest,42.278,-83.738,1,1,48232,White,Black or African American,Hispanic/Latino,72580,White,Black or African American,Race/Ethnicity Unknown,2015,274724000
Howard University,HBCU,Private,Mid-Atlantic,38.922,-77.019,1,0,103148,Black or African American,Race/Ethnicity Unknown,Hispanic/Latino,77112,Black or African American,Nonresident Alien,Asian,2015,1160568000
Stanford University,R1,,West,37.427,-122.17,1,1,116808,White,Asian,Nonresident Alien,112674,White,Nonresident Alien,Asian,2015,58171574000
Morehouse College,HBCU,,South,33.747,-84.415,1,0,24310,Black or African American,Two or More Races,Nonresident Alien,22592,Black or African American,Nonresident Alien,Race/Ethnicity Unknown,2015,265937698
"University of California, Berkeley",R1,HSI,West,37.871,-122.258,1,1,362634,Asian,White,Hispanic/Latino,289892,Asian,White,Hispanic/Latino,2015,1562162000
Swarthmore College,Liberal Arts,,Mid-Atlantic,39.906,-75.355,1,0,15360,White,Asian,Hispanic/Latino,14684,White,Asian,Hispanic/Latino,2015,3672356000
New Mexico State University,R2,HSI,West,32.278,-106.747,1,0,6154,Hispanic/Latino,American Indian or Alaska Native,White,8798,Hispanic/Latino,American Indian or Alaska Native,White,2015,1123082
Florida A&M University,HBCU,,South,30.426,-84.284,1,0,361220,White,Hispanic/Latino,Black or African American,342306,White,Hispanic/Latino,Black or African American,2015,2079211296
Massachusetts Institute of Technology,R1,,Northeast,42.36,-71.094,1,1,73026,Asian,White,Nonresident Alien,69400,White,Nonresident Alien,Asian,2015,34956876000
Spelman College,HBCU,Women's College,South,33.746,-84.41,1,0,29850,Black or African American,White,Race/Ethnicity Unknown,20404,Black or African American,Race/Ethnicity Unknown,Two or More Races,2015,693962344
Amherst College,Liberal Arts,,Northeast,42.3709,-72.517,1,1,18046,White,Hispanic/Latino,Asian,17244,White,Hispanic/Latino,Asian,2015,4554855348
Navajo Technical University,TCU,,West,35.8932,-108.5087,1,0,11374,American Indian or Alaska Native,Hispanic/Latino,White,15980,American Indian or Alaska Native,Hispanic/Latino,White,2015,29543366
University of Texas Rio Grande Valley,R2,HSI,South,26.3077,-98.1747,1,0,273244,Hispanic/Latino,White,Nonresident Alien,170324,Hispanic/Latino,White,Nonresident Alien,2015,570708812
University of Southern California,R1,Private,West,34.0224,-118.2851,1,1,312358,White,Nonresident Alien,Asian,262398,White,Asian,Nonresident Alien,2015,10631490000
Fisk University,HBCU,,South,36.1659,-86.8055,1,0,9666,Black or African American,Nonresident Alien,Race/Ethnicity Unknown,5594,Black or African American,Race/Ethnicity Unknown,Nonresident Alien,2015,170168432
